station_id,name,arrondissement,lat,lon
874,Gare du Ruisseau (Dutrisac / Henri-Bourassa),Saint-Laurent,45.52814371649508,-73.69254536926746
87,Garnier / Beaubien,Rosemont - La Petite-Patrie,45.54144823434163,-73.59839379787445
747,Garnier / Mont-Royal,Le Plateau-Mont-Royal,45.53075597398246,-73.5761762317452
272,Garnier / St-Grégoire,Le Plateau-Mont-Royal,45.5358215436799,-73.58710169792175
671,Garnier / St-Joseph,Le Plateau-Mont-Royal,45.53329492220251,-73.58165103477404
822,Garnier / Villeray,Villeray—Saint-Michel—Parc-Extension,45.54948004519436,-73.61605471489383
65,Gary-Carter / St-Laurent,Villeray—Saint-Michel—Parc-Extension,45.53613488953656,-73.62258464097977
291,Gauthier / Papineau,Le Plateau-Mont-Royal,45.52966629503036,-73.56733649969101
253,Gauthier / Parthenais,Le Plateau-Mont-Royal,45.53292625574653,-73.56377989053726
126,Gauthier / de Lorimier,Le Plateau-Mont-Royal,45.53166363055749,-73.56536373496056
1095,Georges-Baril / Sauriol,Ahuntsic-Cartierville,45.55751830545935,-73.65585073828697
1026,Georges-Vanier /  Notre-Dame,Le Sud-Ouest,45.48504525051504,-73.57192163679429
879,Gilford / Papineau,Le Plateau-Mont-Royal,45.5343936461316,-73.57823699712753
273,Gilford / St-Denis,Le Plateau-Mont-Royal,45.52497612960628,-73.58558893203735
380,Gilford / de Brébeuf,Le Plateau-Mont-Royal,45.530870247773066,-73.58155757188797
210,Gilford / des Érables,Le Plateau-Mont-Royal,45.53728040418993,-73.57534691691399
223,Gloria / Dollard,LaSalle,45.42971096449354,-73.633883446455
531,Graham / Brookfield,Mont-Royal,45.52022241072457,-73.62985610961914
459,Graham / Kindersley,Mont-Royal,45.514080696641386,-73.64694982767105
1093,Graham / Laird,Mont-Royal,45.5164742080171,-73.64198505878448
545,Graham / Wicksteed,Mont-Royal,45.51693654712809,-73.64048302173615
730,Grand Boulevard / Sherbrooke,Côte-des-Neiges - Notre-Dame-de-Grâce,45.46657823787709,-73.62330449748697
521,Grand Boulevard / de Terrebonne,Côte-des-Neiges - Notre-Dame-de-Grâce,45.470535000953966,-73.63165721297264
775,Greene / Workman,Le Sud-Ouest,45.481069047931975,-73.57935216285114
798,Grenet / Poirier,Saint-Laurent,45.51871924623225,-73.69875401258469
485,Grey / Sherbrooke,Côte-des-Neiges - Notre-Dame-de-Grâce,45.47629426230192,-73.60617488622665
772,Guizot / St-Denis,Villeray—Saint-Michel—Parc-Extension,45.543423548290185,-73.63246187567711
659,Guizot / St-Laurent,Villeray—Saint-Michel—Parc-Extension,45.53968044327973,-73.63450437784195
1083,Guy / Barré,Le Sud-Ouest,45.4897009285845,-73.56628775596619
173,Guy / Notre-Dame,Le Sud-Ouest,45.49000058071911,-73.56706600863617
303,Guy / Sainte-Catherine,Ville-Marie,45.49497512853125,-73.57777043248461
267,HEC (Decelles / Jean-Brillant),Côte-des-Neiges - Notre-Dame-de-Grâce,45.49772282989976,-73.61925333738327
94,Hamel / Sauriol,Ahuntsic-Cartierville,45.56157008176612,-73.65338176488876
242,Hamilton / Jolicoeur,Le Sud-Ouest,45.45670282849069,-73.59764268636354
835,Harvard / de Monkland,Côte-des-Neiges - Notre-Dame-de-Grâce,45.474565185029945,-73.62403571605682
270,Henri-Julien / Laurier,Le Plateau-Mont-Royal,45.52574657625029,-73.59033644199371
987,Henri-Julien / Mont-Royal,Le Plateau-Mont-Royal,45.52302929545924,-73.58409225940704
489,Henri-Julien / de Castelnau,Villeray—Saint-Michel—Parc-Extension,45.53789110878484,-73.6182153224945
535,Henri-Julien / du Carmel,Le Plateau-Mont-Royal,45.52795093787009,-73.59502326697111
424,Hickson / Wellington,Verdun,45.46487135471258,-73.56701731681824
714,Hillside / Ste-Catherine,Westmount,45.48282602624293,-73.59084337949753
691,Hochelaga / Chapleau,Ville-Marie,45.5343711000901,-73.55968952178955
